Script started on Mon 09 May 2011 01:32:48 PM EDT
]0;mgreen@virtualbuntu: ~/dropbox/school/intro_Unix/final[01;32mmgreen@virtualbuntu[00m:[01;34m~/dropbox/school/intro_Unix/final[00m$ ls
[0m[01;32mcomponents.py[0m   [01;32mECE2524_Final-1.pdf[0m  [34;42mngspice-22[0m         [01;32moutput.dat[0m   [01;32mseries_rlc.cir[0m
[01;32mcomponents.pyc[0m  [01;32mmyspice.py[0m           [01;32mngspice-22.tar.gz[0m  [01;32mreports.txt[0m  [01;32mtypescript[0m
]0;mgreen@virtualbuntu: ~/dropbox/school/intro_Unix/final[01;32mmgreen@virtualbuntu[00m:[01;34m~/dropbox/school/intro_Unix/final[00m$ cd[K[Ksudoa ptg-[K[K[K[K[K[K apt-get int[Kstall autoconf libtools libx11-dev libxaw7-dev
[sudo] password for mgreen: 
 Reading package lists... 0%  Reading package lists... 0%  Reading package lists... 4%  Reading package lists... Done 
 Building dependency tree... 0%  Building dependency tree... 0%  Building dependency tree... 0%  Building dependency tree... 50%  Building dependency tree... 50%  Building dependency tree        
 Reading state information... 0%  Reading state information... 0%  Reading state information... Done 
E: Unable to locate package libtools
]0;mgreen@virtualbuntu: ~/dropbox/school/intro_Unix/final[01;32mmgreen@virtualbuntu[00m:[01;34m~/dropbox/school/intro_Unix/final[00m$ sudo apt-get install autoconf libtools libx11-dev libxaw7-dev[1P
 Reading package lists... 0%  Reading package lists... 100%  Reading package lists... Done 
 Building dependency tree... 0%  Building dependency tree... 0%  Building dependency tree... 50%  Building dependency tree... 50%  Building dependency tree        
 Reading state information... 0%  Reading state information... 0%  Reading state information... Done 
autoconf is already the newest version.
libtool is already the newest version.
libx11-dev is already the newest version.
libxaw7-dev is already the newest version.
0 upgraded, 0 newly installed, 0 to remove and 0 not upgraded.
]0;mgreen@virtualbuntu: ~/dropbox/school/intro_Unix/final[01;32mmgreen@virtualbuntu[00m:[01;34m~/dropbox/school/intro_Unix/final[00m$ wget http://downloads.sourceforge.net/project/ngspice/ng-spice-rework/22/ngspice-22.tar.  gz
-rw-r--r-- 0/0           86971 2010-07-30 11:38 ngspice-22/src/spicelib/devices/bsim4v2/bsim4v2def.h
-rw-r--r-- 0/0           90933 2009-11-26 15:04 ngspice-22/src/spicelib/devices/bsim4v2/b4v2mpar.c
-rw-r--r-- 0/0           70478 2010-07-30 11:30 ngspice-22/src/spicelib/devices/bsim4v2/b4v2set.c
-rw-r--r-- 0/0           52241 2007-11-21 12:01 ngspice-22/src/spicelib/devices/bsim4v2/b4v2.c
-rw-r--r-- 0/0            1091 2009-11-26 15:04 ngspice-22/src/spicelib/devices/bsim4v2/b4v2del.c
-rw-r--r-- 0/0           22150 2009-11-26 15:04 ngspice-22/src/spicelib/devices/bsim4v2/b4v2check.c
-rw-r--r-- 0/0            9171 2009-11-26 15:04 ngspice-22/src/spicelib/devices/bsim4v2/b4v2cvtest.c
-rw-r--r-- 0/0           34874 2009-11-26 15:04 ngspice-22/src/spicelib/devices/bsim4v2/b4v2pzld.c
-rw-r--r-- 0/0           16891 2010-10-04 17:32 ngspice-22/src/spicelib/devices/bsim4v2/Makefile.in
-rw-r--r-- 0/0            1347 2009-11-26 15:04 ngspice-22/src/spicelib/devices/bsim4v2/b4v2getic.c
-rw-r--r-- 0/0           66325 2009-11-26 15:04 ngspice-22/src/spicelib/devices/bsim4v2/b4v2mask.c
drwxrwxrwx 0/0               0 2010-10-04 17:33 ngspice-22/src/spicelib/devices/urc/
-rw-r--r-- 0/0            1124 2003-12-31 12:02 ngspice-22/src/spicelib/devices/urc/urcask.c
-rw-r--r-- 0/0             368 2010-09-17 12:11 ngspice-22/src/spicelib/devices/urc/Makefile.am
-rw-r--r-- 0/0             841 2003-12-31 12:02 ngspice-22/src/spicelib/devices/urc/urcdel.c
-rw-r--r-- 0/0             650 2000-07-11 10:19 ngspice-22/src/spicelib/devices/urc/urcext.h
-rw-r--r-- 0/0             975 2003-12-31 12:02 ngspice-22/src/spicelib/devices/urc/urcmdel.c
-rw-r--r-- 0/0             180 2000-07-11 10:19 ngspice-22/src/spicelib/devices/urc/urcitf.h
-rw-r--r-- 0/0           12555 2010-08-11 14:54 ngspice-22/src/spicelib/devices/urc/urcsetup.c
-rw-r--r-- 0/0            1194 2003-12-31 12:02 ngspice-22/src/spicelib/devices/urc/urcmask.c
-rw-r--r-- 0/0             726 2003-12-31 12:02 ngspice-22/src/spicelib/devices/urc/urcparam.c
-rw-r--r-- 0/0            2063 2007-12-27 11:13 ngspice-22/src/spicelib/devices/urc/urcinit.c
-rw-r--r-- 0/0            2917 2000-04-27 16:04 ngspice-22/src/spicelib/devices/urc/urcdefs.h
-rw-r--r-- 0/0             238 2000-07-18 13:43 ngspice-22/src/spicelib/devices/urc/urcinit.h
-rw-r--r-- 0/0           15758 2010-10-04 17:32 ngspice-22/src/spicelib/devices/urc/Makefile.in
-rw-r--r-- 0/0            1373 2003-12-31 12:02 ngspice-22/src/spicelib/devices/urc/urc.c
-rw-r--r-- 0/0            1395 2003-12-31 12:02 ngspice-22/src/spicelib/devices/urc/urcmpar.c
-rw-r--r-- 0/0             766 2003-12-31 12:02 ngspice-22/src/spicelib/devices/urc/urcdest.c
-rw-r--r-- 0/0           22203 2010-10-04 17:32 ngspice-22/src/spicelib/devices/Makefile.in
drwxrwxrwx 0/0               0 2010-10-04 17:33 ngspice-22/src/spicelib/devices/soi3/
-rw-r--r-- 0/0             248 2001-05-02 16:31 ngspice-22/src/spicelib/devices/soi3/soi3init.h
-rw-r--r-- 0/0           34755 2003-08-11 16:32 ngspice-22/src/spicelib/devices/soi3/soi3defs.h
-rw-r--r-- 0/0            5169 2003-08-11 16:32 ngspice-22/src/spicelib/devices/soi3/soi3par.c
-rw-r--r-- 0/0          116431 2010-08-07 13:00 ngspice-22/src/spicelib/devices/soi3/soi3load.c
-rw-r--r-- 0/0            1585 2003-08-11 16:32 ngspice-22/src/spicelib/devices/soi3/soi3mdel.c
-rw-r--r-- 0/0           19505 2008-05-18 15:25 ngspice-22/src/spicelib/devices/soi3/soi3acld.c
-rw-r--r-- 0/0             489 2010-09-17 12:11 ngspice-22/src/spicelib/devices/soi3/Makefile.am
-rw-r--r-- 0/0           25580 2003-08-11 16:32 ngspice-22/src/spicelib/devices/soi3/soi3temp.c
-rw-r--r-- 0/0           24351 2004-08-16 16:53 ngspice-22/src/spicelib/devices/soi3/soi3set.c
-rw-r--r-- 0/0            9459 2010-08-10 15:54 ngspice-22/src/spicelib/devices/soi3/soi3nois.c
-rw-r--r-- 0/0            2161 2003-08-11 16:32 ngspice-22/src/spicelib/devices/soi3/soi3ic.c
-rw-r--r-- 0/0            1466 2003-08-11 16:32 ngspice-22/src/spicelib/devices/soi3/soi3dest.c
-rw-r--r-- 0/0            2073 2007-12-27 11:13 ngspice-22/src/spicelib/devices/soi3/soi3init.c
-rw-r--r-- 0/0            9147 2004-07-09 14:37 ngspice-22/src/spicelib/devices/soi3/soi3conv.c
-rw-r--r-- 0/0            1378 2003-08-11 16:32 ngspice-22/src/spicelib/devices/soi3/soi3trun.c
-rw-r--r-- 0/0           13969 2003-08-11 16:32 ngspice-22/src/spicelib/devices/soi3/soi3mpar.c
-rw-r--r-- 0/0            9638 2003-08-11 16:32 ngspice-22/src/spicelib/devices/soi3/soi3mask.c
-rw-r--r-- 0/0            2394 2001-05-02 16:31 ngspice-22/src/spicelib/devices/soi3/README
-rw-r--r-- 0/0            3157 2003-08-11 16:32 ngspice-22/src/spicelib/devices/soi3/soi3ext.h
-rw-r--r-- 0/0            1451 2003-08-11 16:32 ngspice-22/src/spicelib/devices/soi3/soi3del.c
-rw-r--r-- 0/0           22053 2004-07-09 14:37 ngspice-22/src/spicelib/devices/soi3/soi3ask.c
-rw-r--r-- 0/0           14441 2003-08-11 16:32 ngspice-22/src/spicelib/devices/soi3/soi3.c
-rw-r--r-- 0/0           15508 2004-07-09 14:37 ngspice-22/src/spicelib/devices/soi3/soi3cap.c
-rw-r--r-- 0/0           16589 2010-10-04 17:32 ngspice-22/src/spicelib/devices/soi3/Makefile.in
-rw-r--r-- 0/0             812 2003-08-11 16:32 ngspice-22/src/spicelib/devices/soi3/soi3itf.h
-rw-r--r-- 0/0            2814 2010-08-10 13:59 ngspice-22/src/spicelib/devices/cktfinddev.c
drwxrwxrwx 0/0               0 2010-10-04 17:33 ngspice-22/src/spicelib/devices/bsim3v1/
-rw-r--r-- 0/0            6089 2003-08-11 16:32 ngspice-22/src/spicelib/devices/bsim3v1/b3v1acld.c
-rw-r--r-- 0/0            6665 2003-08-11 16:32 ngspice-22/src/spicelib/devices/bsim3v1/b3v1ask.c
-rw-r--r-- 0/0           39626 2003-08-11 16:32 ngspice-22/src/spicelib/devices/bsim3v1/b3v1mask.c
-rw-r--r-- 0/0           29407 2003-08-11 16:32 ngspice-22/src/spicelib/devices/bsim3v1/b3v1.c
-rw-r--r-- 0/0            2214 2007-12-27 11:13 ngspice-22/src/spicelib/devices/bsim3v1/bsim3v1init.c
-rw-r--r-- 0/0           51508 2010-07-30 11:38 ngspice-22/src/spicelib/devices/bsim3v1/bsim3v1def.h
-rw-r--r-- 0/0           54038 2003-08-11 16:32 ngspice-22/src/spicelib/devices/bsim3v1/b3v1mpar.c
-rw-r--r-- 0/0            1588 2003-08-11 16:32 ngspice-22/src/spicelib/devices/bsim3v1/bsim3v1ext.h
-rw-r--r-- 0/0             529 2008-08-27 09:39 ngspice-22/src/spicelib/devices/bsim3v1/Makefile.am
-rw-r--r-- 0/0           27748 2004-07-09 14:37 ngspice-22/src/spicelib/devices/bsim3v1/b3v1temp.c
-rw-r--r-- 0/0            3170 2003-08-11 16:32 ngspice-22/src/spicelib/devices/bsim3v1/b3v1cvtest.c
-rw-r--r-- 0/0            6238 2003-08-11 16:32 ngspice-22/src/spicelib/devices/bsim3v1/b3v1pzld.c
-rw-r--r-- 0/0           95058 2004-07-09 14:37 ngspice-22/src/spicelib/devices/bsim3v1/b3v1ld.c
-rw-r--r-- 0/0           12962 2003-08-11 16:32 ngspice-22/src/spicelib/devices/bsim3v1/b3v1check.c
-rw-r--r-- 0/0             278 2003-08-11 16:32 ngspice-22/src/spicelib/devices/bsim3v1/bsim3v1init.h
-rw-r--r-- 0/0             319 2000-04-27 16:03 ngspice-22/src/spicelib/devices/bsim3v1/ChangeLog
-rw-r--r-- 0/0           13669 2010-08-10 15:54 ngspice-22/src/spicelib/devices/bsim3v1/b3v1noi.c
-rw-r--r-- 0/0            1296 2003-08-11 16:32 ngspice-22/src/spicelib/devices/bsim3v1/b3v1getic.c
-rw-r--r-- 0/0            1314 2003-08-11 16:32 ngspice-22/src/spicelib/devices/bsim3v1/b3v1trunc.c
-rw-r--r-- 0/0           16774 2010-10-04 17:32 ngspice-22/src/spicelib/devices/bsim3v1/Makefile.in
-rw-r--r-- 0/0            3316 2010-07-17 16:48 ngspice-22/src/spicelib/devices/bsim3v1/b3v1par.c
-rw-r--r-- 0/0             941 2003-08-11 16:32 ngspice-22/src/spicelib/devices/bsim3v1/b3v1dest.c
-rw-r--r-- 0/0           36929 2004-08-16 16:53 ngspice-22/src/spicelib/devices/bsim3v1/b3v1set.c
-rw-r--r-- 0/0             280 2003-08-11 16:32 ngspice-22/src/spicelib/devices/bsim3v1/bsim3v1itf.h
-rw-r--r-- 0/0            1038 2003-08-11 16:32 ngspice-22/src/spicelib/devices/bsim3v1/b3v1del.c
-rw-r--r-- 0/0            1151 2003-08-11 16:32 ngspice-22/src/spicelib/devices/bsim3v1/b3v1mdel.c
-rw-r--r-- 0/0            1587 2010-08-10 13:59 ngspice-22/src/spicelib/devices/cktcrte.c
drwxrwxrwx 0/0               0 2010-10-04 17:33 ngspice-22/src/spicelib/devices/bsim4v5/
-rw-r--r-- 0/0           11716 2010-05-30 13:17 ngspice-22/src/spicelib/devices/bsim4v5/b4v5ask.c
-rw-r--r-- 0/0          103641 2010-07-30 11:38 ngspice-22/src/spicelib/devices/bsim4v5/bsim4v5def.h
-rw-r--r-- 0/0             278 2007-11-04 15:06 ngspice-22/src/spicelib/devices/bsim4v5/bsim4v5init.h
-rw-r--r-- 0/0             255 2007-11-04 15:06 ngspice-22/src/spicelib/devices/bsim4v5/bsim4v5itf.h
-rw-r--r-- 0/0           85128 2010-07-30 11:30 ngspice-22/src/spicelib/devices/bsim4v5/b4v5set.c
-rw-r--r-- 0/0           29075 2009-11-26 15:04 ngspice-22/src/spicelib/devices/bsim4v5/b4v5acld.c
-rw-r--r-- 0/0            6576 2010-07-17 16:48 ngspice-22/src/spicelib/devices/bsim4v5/b4v5par.c
-rw-r--r-- 0/0             571 2010-09-17 12:11 ngspice-22/src/spicelib/devices/bsim4v5/Makefile.am
-rw-r--r-- 0/0            1386 2007-11-04 15:06 ngspice-22/src/spicelib/devices/bsim4v5/B4TERMS_OF_USE
-rw-r--r-- 0/0            2441 2007-11-04 15:06 ngspice-22/src/spicelib/devices/bsim4v5/bsim4v5init.c
-rw-r--r-- 0/0             998 2009-11-26 15:04 ngspice-22/src/spicelib/devices/bsim4v5/b4v5dest.c
-rw-r--r-- 0/0           22203 2010-08-10 15:54 ngspice-22/src/spicelib/devices/bsim4v5/b4v5noi.c
-rw-r--r-- 0/0            1208 2009-11-26 15:04 ngspice-22/src/spicelib/devices/bsim4v5/b4v5mdel.c
-rw-r--r-- 0/0            1363 2009-11-26 15:04 ngspice-22/src/spicelib/devices/bsim4v5/b4v5getic.c
-rw-r--r-- 0/0            1474 2010-07-30 11:38 ngspice-22/src/spicelib/devices/bsim4v5/bsim4v5ext.h
-rw-r--r-- 0/0            1095 2009-11-26 15:04 ngspice-22/src/spicelib/devices/bsim4v5/b4v5del.c
-rw-r--r-- 0/0            1680 2009-11-26 15:04 ngspice-22/src/spicelib/devices/bsim4v5/b4v5trunc.c
-rw-r--r-- 0/0           34097 2009-11-26 15:04 ngspice-22/src/spicelib/devices/bsim4v5/b4v5check.c
-rw-r--r-- 0/0           64983 2008-11-26 16:12 ngspice-22/src/spicelib/devices/bsim4v5/b4v5.c
-rw-r--r-- 0/0           87863 2009-11-26 15:04 ngspice-22/src/spicelib/devices/bsim4v5/b4v5temp.c
-rw-r--r-- 0/0           16891 2010-10-04 17:32 ngspice-22/src/spicelib/devices/bsim4v5/Makefile.in
-rw-r--r-- 0/0           12541 2009-11-26 15:04 ngspice-22/src/spicelib/devices/bsim4v5/b4v5geo.c
-rw-r--r-- 0/0          110211 2009-11-26 15:04 ngspice-22/src/spicelib/devices/bsim4v5/b4v5mpar.c
-rw-r--r-- 0/0           34909 2009-11-26 15:04 ngspice-22/src/spicelib/devices/bsim4v5/b4v5pzld.c
-rw-r--r-- 0/0           79555 2009-11-26 15:04 ngspice-22/src/spicelib/devices/bsim4v5/b4v5mask.c
-rw-r--r-- 0/0            9220 2009-11-26 15:04 ngspice-22/src/spicelib/devices/bsim4v5/b4v5cvtest.c
-rw-r--r-- 0/0          197809 2009-11-26 15:04 ngspice-22/src/spicelib/devices/bsim4v5/b4v5ld.c
drwxrwxrwx 0/0               0 2010-10-04 17:33 ngspice-22/src/spicelib/devices/res/
-rw-r--r-- 0/0            2173 2007-11-21 12:05 ngspice-22/src/spicelib/devices/res/resparam.c
-rw-r--r-- 0/0            1173 2003-09-20 16:20 ngspice-22/src/spicelib/devices/res/respzld.c
-rw-r--r-- 0/0            2117 2007-12-27 11:13 ngspice-22/src/spicelib/devices/res/resinit.c
-rw-r--r-- 0/0            1557 2003-09-20 16:20 ngspice-22/src/spicelib/devices/res/resmask.c
-rw-r--r-- 0/0             855 2003-08-11 16:32 ngspice-22/src/spicelib/devices/res/resdel.c
-rw-r--r-- 0/0             238 2000-07-18 13:43 ngspice-22/src/spicelib/devices/res/resinit.h
-rw-r--r-- 0/0             474 2010-09-17 12:11 ngspice-22/src/spicelib/devices/res/Makefile.am
-rw-r--r-- 0/0             996 2003-09-20 17:22 ngspice-22/src/spicelib/devices/res/resext.h
-rw-r--r-- 0/0            7466 2010-08-10 15:54 ngspice-22/src/spicelib/devices/res/resnoise.c
-rw-r--r-- 0/0            5658 2010-07-01 15:52 ngspice-22/src/spicelib/devices/res/resask.c
-rw-r--r-- 0/0             778 2003-08-11 16:32 ngspice-22/src/spicelib/devices/res/resdest.c
-rw-r--r-- 0/0            1503 2003-09-20 16:20 ngspice-22/src/spicelib/devices/res/ressprt.c
-rw-r--r-- 0/0             173 2000-07-11 10:19 ngspice-22/src/spicelib/devices/res/resitf.h
-rw-r--r-- 0/0            3102 2005-05-09 16:26 ngspice-22/src/spicelib/devices/res/resload.c
-rw-r--r-- 0/0            3576 2005-05-18 15:17 ngspice-22/src/spicelib/devices/res/restemp.c
-rw-r--r-- 0/0            2011 2003-09-20 16:20 ngspice-22/src/spicelib/devices/res/ressacl.c
-rw-r--r-- 0/0            1028 2003-09-20 16:20 ngspice-22/src/spicelib/devices/res/ressset.c
-rw-r--r-- 0/0           16535 2010-10-04 17:32 ngspice-22/src/spicelib/devices/res/Makefile.in
-rw-r--r-- 0/0            1513 2003-09-20 16:20 ngspice-22/src/spicelib/devices/res/ressload.c
-rw-r--r-- 0/0             982 2003-08-11 16:32 ngspice-22/src/spicelib/devices/res/resmdel.c
-rw-r--r-- 0/0            3227 2007-10-10 07:22 ngspice-22/src/spicelib/devices/res/res.c
-rw-r--r-- 0/0            1813 2003-09-20 16:20 ngspice-22/src/spicelib/devices/res/resmpar.c
-rw-r--r-- 0/0            1599 2004-08-16 16:53 ngspice-22/src/spicelib/devices/res/ressetup.c
-rw-r--r-- 0/0            6779 2005-05-09 16:26 ngspice-22/src/spicelib/devices/res/resdefs.h
drwxrwxrwx 0/0               0 2010-10-04 17:33 ngspice-22/src/spicelib/devices/bsim2/
-rw-r--r-- 0/0             977 2003-11-22 12:37 ngspice-22/src/spicelib/devices/bsim2/b2mdel.c
-rw-r--r-- 0/0             234 2000-07-11 10:19 ngspice-22/src/spicelib/devices/bsim2/bsim2init.h
-rw-r--r-- 0/0           10771 2003-11-22 12:37 ngspice-22/src/spicelib/devices/bsim2/b2temp.c
-rw-r--r-- 0/0             179 2000-07-11 10:19 ngspice-22/src/spicelib/devices/bsim2/bsim2itf.h
-rw-r--r-- 0/0            7521 2003-11-22 12:37 ngspice-22/src/spicelib/devices/bsim2/b2ask.c
-rw-r--r-- 0/0           17323 2010-07-30 11:30 ngspice-22/src/spicelib/devices/bsim2/b2set.c
-rw-r--r-- 0/0            2235 2010-02-13 11:01 ngspice-22/src/spicelib/devices/bsim2/b2moscap.c
-rw-r--r-- 0/0           12345 2003-11-22 12:37 ngspice-22/src/spicelib/devices/bsim2/b2.c
-rw-r--r-- 0/0             770 2003-11-22 12:37 ngspice-22/src/spicelib/devices/bsim2/b2dest.c
-rw-r--r-- 0/0           24405 2003-11-22 12:37 ngspice-22/src/spicelib/devices/bsim2/bsim2def.h
-rw-r--r-- 0/0             498 2010-09-17 12:11 ngspice-22/src/spicelib/devices/bsim2/Makefile.am
-rw-r--r-- 0/0            6060 2003-11-22 12:37 ngspice-22/src/spicelib/devices/bsim2/b2pzld.c
-rw-r--r-- 0/0            3856 2003-11-22 12:37 ngspice-22/src/spicelib/devices/bsim2/b2cvtest.c
-rw-r--r-- 0/0            1312 2003-11-22 12:37 ngspice-22/src/spicelib/devices/bsim2/b2getic.c
-rw-r--r-- 0/0           28594 2009-08-04 15:28 ngspice-22/src/spicelib/devices/bsim2/b2ld.c
-rw-r--r-- 0/0            1318 2003-11-22 12:37 ngspice-22/src/spicelib/devices/bsim2/bsim2ext.h
-rw-r--r-- 0/0           18755 2003-11-22 12:37 ngspice-22/src/spicelib/devices/bsim2/b2mpar.c
-rw-r--r-- 0/0            2711 2003-11-22 12:37 ngspice-22/src/spicelib/devices/bsim2/b2par.c
-rw-r--r-- 0/0            5148 2003-11-22 12:37 ngspice-22/src/spicelib/devices/bsim2/b2acld.c
-rw-r--r-- 0/0             869 2003-11-22 12:37 ngspice-22/src/spicelib/devices/bsim2/b2del.c
-rw-r--r-- 0/0            6680 2010-08-10 15:54 ngspice-22/src/spicelib/devices/bsim2/b2noi.c
-rw-r--r-- 0/0           21956 2004-07-09 14:37 ngspice-22/src/spicelib/devices/bsim2/b2eval.c
-rw-r--r-- 0/0           13898 2003-11-22 12:37 ngspice-22/src/spicelib/devices/bsim2/b2mask.c
-rw-r--r-- 0/0            1101 2003-11-22 12:37 ngspice-22/src/spicelib/devices/bsim2/b2trunc.c
-rw-r--r-- 0/0           16712 2010-10-04 17:32 ngspice-22/src/spicelib/devices/bsim2/Makefile.in
-rw-r--r-- 0/0            2009 2007-12-27 11:13 ngspice-22/src/spicelib/devices/bsim2/bsim2init.c
-rw-r--r-- 0/0             289 2003-07-23 15:36 ngspice-22/src/spicelib/devices/dev.h
drwxrwxrwx 0/0               0 2010-10-04 17:33 ngspice-22/src/spicelib/devices/isrc/
-rw-r--r-- 0/0             776 2004-01-26 14:51 ngspice-22/src/spicelib/devices/isrc/isrcdest.c
-rw-r--r-- 0/0            4850 2005-05-10 02:59 ngspice-22/src/spicelib/devices/isrc/isrcpar.c
-rw-r--r-- 0/0            7493 2010-09-18 11:45 ngspice-22/src/spicelib/devices/isrc/isrcacct.c
-rw-r--r-- 0/0             395 2010-09-17 12:11 ngspice-22/src/spicelib/devices/isrc/Makefile.am
-rw-r--r-- 0/0            1682 2004-01-26 14:51 ngspice-22/src/spicelib/devices/isrc/isrctemp.c
-rw-r--r-- 0/0            2033 2007-12-27 11:13 ngspice-22/src/spicelib/devices/isrc/isrcinit.c
-rw-r--r-- 0/0             183 2000-07-11 10:19 ngspice-22/src/spicelib/devices/isrc/isrcitf.h
-rw-r--r-- 0/0             988 2004-01-26 14:51 ngspice-22/src/spicelib/devices/isrc/isrcmdel.c
-rw-r--r-- 0/0            1016 2004-01-26 14:51 ngspice-22/src/spicelib/devices/isrc/isrcacld.c
-rw-r--r-- 0/0             194 2000-07-18 13:43 ngspice-22/src/spicelib/devices/isrc/isrcinit.h
-rw-r--r-- 0/0            2966 2010-07-01 15:52 ngspice-22/src/spicelib/devices/isrc/isrcask.c
-rw-r--r-- 0/0            3947 2005-05-10 02:59 ngspice-22/src/spicelib/devices/isrc/isrcdefs.h
-rw-r--r-- 0/0             640 2004-01-26 14:51 ngspice-22/src/spicelib/devices/isrc/isrcext.h
-rw-r--r-- 0/0           15898 2010-10-04 17:32 ngspice-22/src/spicelib/devices/isrc/Makefile.in
-rw-r--r-- 0/0            2450 2009-01-15 17:16 ngspice-22/src/spicelib/devices/isrc/isrc.c
-rw-r--r-- 0/0           11833 2010-01-17 11:40 ngspice-22/src/spicelib/devices/isrc/isrcload.c
-rw-r--r-- 0/0             853 2004-01-26 14:51 ngspice-22/src/spicelib/devices/isrc/isrcdel.c
drwxrwxrwx 0/0               0 2010-10-04 17:33 ngspice-22/src/spicelib/devices/bsim3/
-rw-r--r-- 0/0           54373 2010-07-30 11:38 ngspice-22/src/spicelib/devices/bsim3/bsim3def.h
-rw-r--r-- 0/0             243 2007-11-24 06:53 ngspice-22/src/spicelib/devices/bsim3/bsim3itf.h
-rw-r--r-- 0/0            3616 2009-11-26 15:04 ngspice-22/src/spicelib/devices/bsim3/b3cvtest.c
-rw-r--r-- 0/0            1341 2003-08-11 16:39 ngspice-22/src/spicelib/devices/bsim3/B3TERMS_OF_USE
-rw-r--r-- 0/0            1272 2009-11-26 15:04 ngspice-22/src/spicelib/devices/bsim3/b3getic.c
-rw-r--r-- 0/0           14582 2009-11-26 15:04 ngspice-22/src/spicelib/devices/bsim3/b3pzld.c
-rw-r--r-- 0/0           15881 2009-11-26 15:04 ngspice-22/src/spicelib/devices/bsim3/b3check.c
-rw-r--r-- 0/0           35014 2009-11-26 15:04 ngspice-22/src/spicelib/devices/bsim3/b3temp.c
-rw-r--r-- 0/0             514 2010-09-17 12:11 ngspice-22/src/spicelib/devices/bsim3/Makefile.am
-rw-r--r-- 0/0             258 2000-07-11 10:19 ngspice-22/src/spicelib/devices/bsim3/bsim3init.h
-rw-r--r-- 0/0            1083 2009-11-26 15:04 ngspice-22/src/spicelib/devices/bsim3/b3del.c
-rw-r--r-- 0/0            3356 2010-07-17 16:48 ngspice-22/src/spicelib/devices/bsim3/b3par.c
-rw-r--r-- 0/0           17371 2009-11-26 15:04 ngspice-22/src/spicelib/devices/bsim3/b3acld.c
-rw-r--r-- 0/0           31603 2007-11-24 06:53 ngspice-22/src/spicelib/devices/bsim3/b3.c
-rw-r--r-- 0/0            1496 2010-07-30 11:38 ngspice-22/src/spicelib/devices/bsim3/bsim3ext.h
-rw-r--r-- 0/0              84 2000-04-27 16:03 ngspice-22/src/spicelib/devices/bsim3/ChangeLog
-rw-r--r-- 0/0           57190 2009-12-18 12:29 ngspice-22/src/spicelib/devices/bsim3/b3mpar.c
-rw-r--r-- 0/0           40213 2010-07-17 16:48 ngspice-22/src/spicelib/devices/bsim3/b3set.c
-rw-r--r-- 0/0           42138 2009-11-26 15:04 ngspice-22/src/spicelib/devices/bsim3/b3mask.c
-rw-r--r-- 0/0           13925 2010-08-10 15:54 ngspice-22/src/spicelib/devices/bsim3/b3noi.c
-rw-r--r-- 0/0            2128 2007-12-27 11:13 ngspice-22/src/spicelib/devices/bsim3/bsim3init.c
-rw-r--r-- 0/0            1152 2009-11-26 15:04 ngspice-22/src/spicelib/devices/bsim3/b3mdel.c
-rw-r--r-- 0/0             946 2009-11-26 15:04 ngspice-22/src/spicelib/devices/bsim3/b3dest.c
-rw-r--r-- 0/0           16654 2010-10-04 17:32 ngspice-22/src/spicelib/devices/bsim3/Makefile.in
-rw-r--r-- 0/0          120323 2010-06-28 13:51 ngspice-22/src/spicelib/devices/bsim3/b3ld.c
-rw-r--r-- 0/0            1291 2009-11-26 15:04 ngspice-22/src/spicelib/devices/bsim3/b3trunc.c
-rw-r--r-- 0/0            7322 2009-11-26 15:04 ngspice-22/src/spicelib/devices/bsim3/b3ask.c
drwxrwxrwx 0/0               0 2010-10-04 17:33 ngspice-22/src/spicelib/devices/mes/
-rw-r--r-- 0/0           27994 2004-07-09 14:37 ngspice-22/src/spicelib/devices/mes/mesdisto.c
-rw-r--r-- 0/0            2759 2003-12-31 02:56 ngspice-22/src/spicelib/devices/mes/mesacl.c
-rw-r--r-- 0/0             173 2000-07-11 10:19 ngspice-22/src/spicelib/devices/mes/mesitf.h
-rw-r--r-- 0/0            3300 2003-12-31 02:56 ngspice-22/src/spicelib/devices/mes/mespzld.c
-rw-r--r-- 0/0             965 2003-12-31 02:56 ngspice-22/src/spicelib/devices/mes/mesmdel.c
-rw-r--r-- 0/0            2027 2007-12-27 11:13 ngspice-22/src/spicelib/devices/mes/mesinit.c
-rw-r--r-- 0/0           12145 2003-12-31 02:56 ngspice-22/src/spicelib/devices/mes/mesdset.c
-rw-r--r-- 0/0             488 2010-09-17 12:11 ngspice-22/src/spicelib/devices/mes/Makefile.am
-rw-r--r-- 0/0            3654 2003-12-31 02:56 ngspice-22/src/spicelib/devices/mes/mes.c
-rw-r--r-- 0/0             831 2003-12-31 02:56 ngspice-22/src/spicelib/devices/mes/mesdel.c
-rw-r--r-- 0/0            2287 2010-10-01 14:06 ngspice-22/src/spicelib/devices/mes/mesmask.c
-rw-r--r-- 0/0            1112 2003-12-31 02:56 ngspice-22/src/spicelib/devices/mes/mesgetic.c
-rw-r--r-- 0/0             685 2003-12-31 02:56 ngspice-22/src/spicelib/devices/mes/mestrunc.c
-rw-r--r-- 0/0             238 2000-07-18 13:43 ngspice-22/src/spicelib/devices/mes/mesinit.h
-rw-r--r-- 0/0            1456 2003-12-31 02:56 ngspice-22/src/spicelib/devices/mes/mestemp.c
